Temperature,Humidity,Battery_Level,fault
23.6,59.72,13.33,1
15.32,64.0,12.34,0
22.76,54.32,99.05,0
24.07,38.51,38.29,0
28.45,64.84,61.33,0
15.96,65.02,25.61,0
17.93,91.94,83.94,1
36.25,55.01,71.86,1
26.63,47.59,69.81,0
6.89,67.37,13.77,0
30.52,49.15,57.48,0
8.94,88.41,92.8,1
7.62,62.77,10.53,0
37.25,80.75,20.4,1
57.9,44.28,93.55,1
41.7,88.81,15.92,1
7.88,97.58,69.43,1
63.25,88.29,5.86,1
23.57,68.31,88.49,0
8.39,58.2,7.98,0
4.65,74.08,55.22,0
52.8,44.61,80.32,1
59.78,48.39,97.18,1
21.14,86.88,90.58,1
35.5,82.4,7.06,1
27.42,83.97,23.27,1
47.72,60.94,78.45,1
29.1,44.19,11.84,1
46.15,45.11,50.41,1
46.58,95.99,12.36,1
10.86,41.08,78.11,0
21.47,95.33,70.11,1
33.67,72.02,12.95,1
34.58,75.96,10.78,1
11.78,68.4,12.13,0
10.18,71.45,71.28,0
44.75,66.76,32.95,1
40.72,98.91,1.72,1
9.18,35.7,17.73,0
5.69,55.54,81.25,0
20.8,51.76,13.37,1
7.42,63.77,18.31,0
26.7,69.99,11.71,1
28.5,55.46,69.21,0
20.83,33.8,98.67,0
33.56,54.22,6.0,1
6.39,66.91,12.03,0
34.41,50.96,75.2,0
53.07,70.21,52.26,1
19.78,60.58,45.53,0
2.52,39.82,5.29,0
33.43,39.83,1.33,1
38.26,40.31,98.69,1
50.14,97.54,11.84,1
23.95,92.89,6.23,1
34.9,87.75,8.73,1
32.47,52.81,86.35,0
22.83,54.97,75.25,0
48.07,61.98,75.46,1
39.59,79.0,11.62,1
30.17,44.87,62.55,0
41.24,50.28,78.51,1
10.2,60.18,11.26,0
38.68,34.1,13.64,1
30.07,97.41,23.95,1
6.19,44.82,59.18,0
60.98,59.11,24.32,1
44.3,36.64,43.48,1
27.03,66.87,9.17,1
14.12,45.75,15.78,0
20.61,93.56,10.28,1
52.34,50.92,56.98,1
57.48,96.15,11.17,1
61.51,92.36,10.58,1
28.19,95.58,3.73,1
13.96,38.14,13.16,0
10.0,86.98,96.34,1
24.59,48.65,57.69,0
11.04,37.88,77.16,0
38.09,85.89,9.4,1
35.12,83.19,12.78,1
7.3,94.85,68.23,1
36.3,71.94,15.19,1
9.56,75.67,55.33,0
35.79,74.7,19.86,1
15.39,35.67,39.32,0
14.05,68.18,54.65,0
26.09,69.25,61.43,0
22.02,49.44,71.94,0
2.68,69.57,38.38,0
18.0,35.76,73.87,0
40.59,92.61,11.34,1
14.13,68.48,65.36,0
26.15,61.54,66.21,0
27.53,62.93,8.97,1
2.45,31.64,18.8,0
18.33,93.73,87.57,1
12.19,61.56,8.91,0
20.67,54.49,59.91,0
15.68,55.65,55.51,0
38.47,71.18,18.84,1
29.49,64.14,82.92,0
64.66,86.64,4.84,1
43.7,61.4,95.04,1
23.69,59.03,77.0,0
20.56,92.44,44.48,1
60.12,95.82,11.55,1
26.06,58.54,64.28,0
10.8,62.41,18.69,0
18.78,61.02,63.32,0
10.55,88.29,91.91,1
27.51,77.32,16.61,1
39.46,80.04,19.14,1
39.06,30.7,32.42,1
30.99,99.89,47.82,1
39.08,92.42,9.24,1
2.9,54.34,12.73,0
11.2,38.79,8.2,0
47.53,48.34,52.02,1
3.58,61.59,37.94,0
49.28,86.05,13.21,1
15.83,100.0,45.29,1
26.76,83.92,91.94,1
9.92,49.69,13.37,0
33.93,78.47,12.06,1
31.32,44.79,46.61,0
20.27,57.06,58.21,0
27.56,63.56,71.52,0
35.1,71.31,84.65,0
17.12,81.68,30.0,0
31.0,54.69,86.13,0
39.52,75.69,10.22,1
26.98,59.55,91.51,0
16.83,57.87,43.4,0
13.38,48.17,57.15,0
29.84,80.44,16.59,1
5.31,52.1,57.21,0
13.84,63.51,20.19,0
39.7,32.05,55.12,1
33.04,46.79,92.65,0
24.78,34.85,7.45,1
5.49,95.88,65.92,1
37.5,38.66,13.47,1
41.0,91.71,0.0,1
26.59,68.85,62.63,0
27.58,59.3,77.71,0
36.31,95.22,5.43,1
46.12,68.87,28.44,1
10.14,51.62,37.27,0
40.57,84.11,11.94,1
59.98,54.54,62.86,1
26.63,50.95,83.96,0
30.68,99.28,62.25,1
12.66,49.17,58.54,0
15.34,61.07,71.11,0
13.5,68.3,46.62,0
40.84,46.65,91.28,1
24.41,61.79,62.57,0
14.19,45.47,10.46,0
10.34,50.5,56.48,0
24.67,66.15,72.4,0
25.22,61.36,79.61,0
30.52,62.08,92.01,0
51.74,59.15,29.39,1
29.85,41.82,55.1,0
33.31,59.71,87.41,0
3.3,52.08,50.66,0
10.44,36.46,84.24,0
4.56,64.78,35.95,0
27.31,53.05,70.34,0
22.36,97.94,43.87,1
32.25,85.2,23.48,1
38.36,48.0,0.64,1
3.42,34.81,8.84,0
4.85,51.39,68.16,0
35.83,75.51,20.48,1
7.26,70.75,10.08,0
58.03,100.0,14.07,1
15.62,34.91,8.32,0
7.72,46.14,7.79,0
24.86,71.93,12.82,1
49.44,96.59,8.88,1
8.39,51.34,18.79,0
13.29,68.73,53.97,0
16.77,82.77,96.57,1
15.75,69.35,18.04,0
13.4,56.55,10.58,0
33.38,74.99,14.71,1
29.26,43.82,79.36,0
30.34,81.16,13.17,1
6.84,63.18,5.21,0
32.39,63.87,12.84,1
33.52,70.12,7.48,1
1.0,60.54,69.53,0
6.49,59.04,81.15,0
27.56,58.4,84.82,0
27.84,42.78,90.52,0
30.05,99.0,9.99,1
5.98,42.46,91.35,0
23.04,85.99,38.15,1
26.22,46.87,51.47,0
30.14,78.42,20.55,1
25.13,87.82,76.44,1
37.08,68.51,23.06,1
57.15,95.5,7.45,1
65.4,89.27,12.04,1
23.27,45.87,72.62,0
40.16,100.0,6.01,1
19.91,37.34,74.51,0
18.03,79.27,78.76,1
13.61,61.76,10.63,0
14.74,71.54,50.69,0
16.5,48.21,41.57,0
36.43,76.44,16.8,1
4.33,69.5,13.83,0
8.87,97.49,42.33,1
34.92,81.81,18.0,1
27.97,62.71,49.41,0
33.22,42.06,39.67,1
25.49,62.74,62.49,0
48.01,70.72,41.69,1
24.78,90.69,31.33,1
17.88,66.65,57.85,0
50.44,93.33,3.79,1
28.27,45.41,81.77,0
44.18,61.79,51.47,1
26.63,63.75,61.39,0
5.8,58.69,19.17,0
36.65,86.28,12.92,1
58.08,91.91,10.13,1
37.38,84.31,13.41,1
33.31,86.59,16.69,1
36.43,76.46,18.42,1
48.21,88.07,11.66,1
25.46,45.7,52.39,0
22.18,40.21,62.21,0
15.75,41.03,8.81,0
49.95,53.46,89.12,1
6.46,76.87,55.22,0
16.45,73.7,69.04,0
16.88,54.45,4.28,0
56.38,95.15,6.32,1
5.77,48.26,6.93,0
33.63,43.06,6.99,1
3.73,56.41,4.61,0
18.23,82.43,26.7,0
15.87,78.4,61.01,0
14.95,71.2,7.27,0
14.43,94.64,84.23,1
17.4,66.71,21.72,0
44.66,53.67,76.4,1
26.83,42.73,90.03,0
16.51,70.92,84.66,0
49.13,87.8,11.29,1
30.91,50.65,77.63,0
32.06,47.03,10.3,1
9.8,54.71,8.06,0
17.21,65.33,8.96,0
29.39,68.87,92.32,0
3.81,49.48,16.49,0
11.19,70.06,64.81,0
27.25,40.91,4.29,1
28.27,64.54,75.66,0
50.64,68.84,59.55,1
18.61,35.43,68.17,0
26.5,68.04,4.85,1
13.46,65.04,48.79,0
33.99,82.75,22.48,1
12.46,54.85,3.31,0
14.84,40.54,6.83,0
17.39,86.12,97.62,1
22.17,36.16,84.35,0
20.65,100.0,51.22,1
31.2,80.32,13.56,1
17.23,78.38,44.76,0
44.17,84.61,14.4,1
19.52,48.34,63.2,0
31.35,64.14,80.38,0
45.33,45.1,52.2,1
30.98,60.17,73.52,0
29.73,52.33,63.87,0
32.06,47.82,84.93,0
16.63,70.3,74.15,0
5.55,48.93,17.69,0
30.39,51.77,44.27,0
60.13,90.86,14.37,1
8.4,38.09,43.44,0
27.8,61.87,78.24,0
24.52,52.69,80.18,0
28.62,72.04,21.27,1
30.87,57.5,53.54,0
33.74,84.56,14.82,1
61.67,83.02,4.63,1
4.74,35.24,97.72,0
32.22,45.28,53.26,0
6.86,39.54,96.64,0
25.4,90.7,37.26,1
25.01,55.42,11.39,1
21.11,43.11,41.07,0
10.08,97.39,75.68,1
41.09,82.12,6.77,1
47.06,81.48,6.09,1
28.02,55.04,54.33,0
36.26,76.6,19.23,1
11.55,86.23,55.16,1
58.46,47.12,92.09,1
6.07,39.42,70.3,0
7.73,55.73,7.12,0
16.47,55.76,16.07,0
8.49,46.4,97.31,0
42.71,93.29,9.62,1
33.17,65.95,7.98,1
19.33,95.16,41.66,1
22.0,98.07,0.7,1
50.87,62.42,80.64,1
16.41,50.14,13.19,0
43.42,100.0,1.95,1
57.1,49.99,79.11,1
14.17,64.61,13.56,0
24.65,62.24,5.77,1
54.56,45.87,35.21,1
32.83,34.62,6.05,1
31.15,82.94,21.41,1
25.16,60.66,12.43,1
21.22,62.34,53.86,0
42.87,77.09,20.96,1
28.53,43.48,7.3,1
30.98,45.13,43.66,0
54.18,98.89,15.09,1
7.45,46.26,5.25,0
38.95,91.13,9.58,1
33.02,67.72,92.95,0
28.98,56.95,90.19,0
22.68,62.55,3.22,1
9.06,74.06,12.46,0
12.9,64.85,15.53,0
4.36,57.04,7.73,0
63.4,90.88,13.75,1
36.11,88.47,12.82,1
18.39,75.22,63.07,0
14.17,59.01,20.03,0
36.84,44.69,5.66,1
58.0,40.45,61.93,1
2.3,52.36,6.67,0
18.24,98.24,90.73,1
24.04,64.3,50.94,0
16.07,66.94,5.86,0
17.04,65.26,18.43,0
43.3,87.37,9.08,1
17.39,60.22,40.58,0
33.42,39.71,12.83,1
25.78,91.68,4.78,1
15.51,97.57,45.87,1
27.18,97.59,51.84,1
32.58,84.63,11.84,1
54.69,59.46,69.09,1
65.44,93.03,2.41,1
35.47,46.54,7.61,1
33.28,68.84,0.26,1
31.19,49.15,70.88,0
22.4,59.47,9.95,1
2.13,45.74,52.19,0
2.29,65.09,97.2,0
27.29,42.77,86.28,0
26.18,67.15,62.51,0
22.29,39.41,1.58,1
8.87,36.74,56.27,0
15.72,57.87,64.83,0
2.54,48.56,6.98,0
55.14,57.79,63.65,1
44.98,45.12,84.7,1
22.59,58.49,70.79,0
5.19,66.85,3.11,0
10.1,76.59,39.69,0
14.28,61.47,24.0,0
33.31,90.8,21.72,1
14.13,58.12,64.37,0
25.58,48.77,1.69,1
26.29,50.84,11.37,1
22.48,44.59,48.77,0
43.02,83.54,3.39,1
21.26,40.97,74.02,0
11.72,44.0,11.86,0
4.32,68.9,6.33,0
14.3,71.17,16.81,0
57.41,66.73,49.41,1
22.73,39.54,70.09,0
24.81,53.68,4.73,1
52.38,58.22,63.91,1
37.96,41.56,8.96,1
36.19,85.3,16.48,1
39.1,51.76,32.18,1
35.9,47.34,93.07,1
16.01,77.33,57.29,0
54.22,34.49,69.43,1
25.32,64.79,58.64,0
45.73,67.99,70.93,1
16.5,46.98,95.22,0
15.62,59.89,41.89,0
32.47,45.72,83.52,0
18.75,75.62,22.03,0
1.93,44.29,6.4,0
42.92,74.13,46.92,1
11.58,62.47,13.3,0
3.06,42.49,78.6,0
25.49,84.8,22.83,1
50.88,46.25,91.49,1
29.23,93.88,11.91,1
26.45,61.76,81.69,0
20.76,46.02,72.7,0
24.52,57.15,75.2,0
9.4,66.01,49.72,0
24.68,95.1,11.73,1
39.01,82.98,14.62,1
39.3,44.23,32.8,1
29.25,68.23,2.3,1
28.16,95.69,5.42,1
4.23,32.91,5.19,0
29.74,93.19,10.29,1
29.53,54.25,76.22,0
35.85,73.61,17.87,1
32.15,66.47,62.09,0
11.08,61.86,71.91,0
3.01,63.63,3.95,0
49.29,96.73,12.14,1
27.42,60.49,78.15,0
54.47,69.42,58.61,1
23.14,63.1,7.23,1
17.53,88.15,46.42,1
34.05,79.04,20.63,1
24.1,86.05,43.78,1
28.28,75.71,19.05,1
24.18,90.12,2.9,1
12.88,35.58,13.57,0
52.83,67.16,81.24,1
28.99,65.64,82.7,0
9.78,97.04,60.71,1
4.27,53.1,78.47,0
28.6,57.49,1.21,1
30.94,46.65,44.5,1
4.03,64.28,88.55,0
19.45,74.91,18.05,0
26.94,76.83,11.38,1
15.55,66.01,95.1,0
37.0,60.12,3.32,1
22.87,92.18,2.46,1
26.19,99.7,4.65,1
17.09,34.4,63.68,0
43.76,94.2,10.49,1
25.5,41.9,54.48,0
54.43,42.99,43.9,1
10.67,40.81,4.46,0
29.13,32.13,11.34,1
11.5,70.95,28.38,0
23.96,45.61,53.04,0
23.03,47.32,60.92,0
28.83,73.82,14.69,1
59.53,99.17,8.31,1
38.74,92.58,12.09,1
54.23,73.1,92.06,1
45.74,58.95,50.67,1
28.52,67.98,63.78,0
28.42,56.32,6.96,1
6.94,55.09,84.67,0
6.95,66.81,40.3,0
6.43,48.54,16.77,0
27.44,46.21,92.62,0
46.92,33.0,93.29,1
25.62,96.58,13.87,1
43.06,84.48,4.84,1
22.74,61.73,59.64,0
6.5,51.87,7.28,0
12.3,52.96,12.35,0
5.8,60.13,80.62,0
31.33,52.55,12.61,1
14.18,99.72,45.34,1
35.65,84.23,18.89,1
26.84,99.1,24.89,1
16.56,40.69,6.19,0
20.36,49.97,66.79,0
28.83,75.41,13.65,1
22.68,62.42,81.83,0
6.2,43.61,14.94,0
11.96,53.48,60.12,0
30.14,54.48,63.44,0
28.79,86.15,87.9,1
6.34,46.11,12.67,0
26.57,43.74,68.75,0
27.17,39.19,14.55,1
23.46,90.02,11.91,1
29.69,44.85,79.63,0
7.13,65.08,82.64,0
17.87,62.62,6.4,0
36.06,87.2,11.61,1
39.61,46.26,6.99,1
57.36,89.24,13.54,1
27.63,49.13,79.47,0
44.19,47.05,35.2,1
14.97,46.28,7.99,0
7.11,63.13,38.9,0
40.05,82.56,16.51,1
15.3,59.61,89.92,0
12.53,39.7,98.7,0
4.73,94.94,50.8,1
24.32,51.79,83.71,0
25.59,43.11,72.71,0
9.99,50.99,14.89,0
36.85,70.8,10.0,1
11.82,58.47,13.74,0
27.09,91.62,98.79,1
26.93,51.39,73.3,0
19.52,93.01,70.52,1
5.72,55.84,12.56,0
33.49,41.17,2.34,1
34.81,57.09,56.49,1
52.59,68.26,78.45,1
8.08,45.36,65.87,0
14.64,43.96,7.2,0
24.82,91.14,88.31,1
18.76,51.19,63.29,0
5.17,49.73,2.91,0
9.51,44.69,12.41,0
10.85,37.48,17.63,0
10.34,94.02,42.72,1
54.54,71.03,40.52,1
20.3,83.18,52.3,1
26.41,52.65,63.36,0
7.08,44.87,49.15,0
6.02,36.38,10.61,0
58.36,41.15,62.13,1
29.61,42.35,72.63,0
54.89,69.1,95.46,1
26.61,60.97,4.87,1
7.07,56.29,93.03,0
22.41,44.95,2.4,1
23.76,59.42,69.01,0
43.44,55.31,41.56,1
34.6,75.59,12.79,1
16.54,55.32,18.05,0
53.49,97.97,9.02,1
24.6,92.87,34.06,1
16.4,100.0,26.18,1
20.73,84.42,79.45,1
31.03,33.46,2.48,1
33.27,49.55,1.37,1
30.01,64.66,77.52,0
49.75,65.09,80.78,1
23.17,93.11,45.91,1
24.65,41.8,85.13,0
53.44,52.63,93.37,1
21.6,38.18,13.18,1
14.28,96.31,69.85,1
27.33,56.73,81.52,0
55.47,37.42,42.36,1
24.68,66.84,72.12,0
15.69,59.82,53.04,0
43.49,40.26,59.6,1
38.36,93.61,16.87,1
22.63,41.76,39.47,0
53.89,91.43,3.23,1
20.36,46.94,61.42,0
54.11,98.3,0.58,1
20.69,68.31,83.27,0
39.56,88.92,18.48,1
22.91,59.22,43.65,0
22.47,56.38,42.76,0
49.83,51.05,90.28,1
30.78,79.91,10.76,1
23.43,93.43,10.34,1
42.05,94.75,0.24,1
31.0,72.76,89.16,0
22.85,90.16,60.72,1
30.05,63.77,10.8,1
31.62,66.82,79.9,0
31.75,63.47,87.12,1
66.34,86.41,5.87,1
1.28,47.24,57.94,0
40.27,77.3,15.41,1
54.77,35.85,61.33,1
13.07,67.39,3.25,0
34.46,83.48,19.74,1
23.01,54.95,66.88,0
1.64,66.9,10.68,0
60.62,49.71,98.8,1
25.29,58.46,72.0,0
12.0,56.96,89.28,0
31.36,99.19,41.75,1
22.85,90.91,33.0,1
34.8,79.63,9.48,1
13.8,36.4,11.92,0
34.12,40.23,13.81,1
12.52,59.46,16.62,0
18.0,64.0,63.33,0
10.05,59.96,38.27,0
17.37,44.79,72.46,0
51.41,61.7,59.42,1
44.72,37.93,46.92,1
12.11,92.57,66.77,1
5.27,96.35,28.27,1
29.82,55.12,9.49,1
40.28,46.52,7.28,1
4.34,54.69,47.48,0
3.19,49.3,9.47,0
32.76,85.35,15.08,1
8.84,62.72,7.48,0
26.61,50.55,64.79,0
6.93,70.14,13.99,0
17.69,93.55,71.88,1
2.28,51.37,40.97,0
59.89,89.45,1.26,1
40.77,54.26,12.97,1
29.68,36.23,5.25,1
33.78,81.33,22.9,1
51.54,90.13,10.93,1
9.91,67.36,17.8,0
41.21,54.27,23.93,1
58.36,47.36,56.66,1
29.23,91.77,2.98,1
19.5,60.87,13.33,0
8.46,98.08,63.16,1
11.37,97.43,43.43,1
10.34,52.16,91.39,0
7.2,86.36,63.54,1
50.63,69.15,58.04,1
16.52,70.68,33.52,0
29.28,55.72,85.92,0
53.38,52.87,40.24,1
9.22,90.16,37.5,1
41.44,76.78,16.41,1
6.54,62.36,36.31,0
18.91,58.62,97.48,0
47.15,87.29,1.7,1
52.06,67.69,64.85,1
42.42,90.99,10.62,1
19.17,96.46,70.59,1
20.93,89.65,6.22,1
58.03,62.63,72.63,1
22.95,65.05,79.11,0
26.25,94.75,79.78,1
45.52,93.66,4.05,1
25.79,87.56,65.74,1
24.48,39.91,39.22,0
27.46,79.94,12.15,1
8.96,50.79,6.8,0
48.33,60.08,40.64,1
14.59,48.95,63.21,0
60.42,94.6,3.23,1
38.98,81.59,14.39,1
7.21,63.94,96.44,0
11.29,35.05,18.19,0
56.66,66.13,35.32,1
23.03,95.66,8.19,1
3.39,64.51,19.01,0
17.25,89.77,65.49,1
7.92,93.33,93.26,1
25.13,95.72,86.16,1
28.65,47.75,57.09,0
50.51,45.5,75.1,1
6.71,46.1,12.71,0
30.49,57.5,10.34,1
11.83,54.81,37.7,0
34.95,62.38,79.79,0
41.24,82.7,24.26,1
58.62,67.88,42.38,1
6.15,94.22,82.48,1
35.95,55.29,95.99,1
31.96,44.51,11.67,1
34.51,73.0,15.26,1
29.58,48.59,12.15,1
42.07,45.44,57.51,1
52.64,56.83,83.66,1
23.24,63.01,5.49,1
35.02,71.28,68.6,1
44.49,64.47,58.45,1
25.85,83.32,11.65,1
14.73,40.65,7.15,0
61.42,96.58,7.33,1
28.53,39.27,2.43,1
19.79,37.29,41.44,0
8.21,71.22,10.62,0
16.48,100.0,76.97,1
46.99,97.12,10.1,1
32.41,60.39,6.84,1
15.79,64.73,62.14,0
24.39,89.8,11.02,1
5.94,64.49,74.59,0
50.7,32.57,52.01,1
40.06,81.31,9.38,1
33.74,65.55,0.84,1
28.89,91.63,4.78,1
15.29,49.77,41.16,0
43.08,80.54,18.96,1
4.47,100.0,83.41,1
38.09,62.96,4.34,1
23.55,42.51,12.46,1
37.48,79.96,21.13,1
32.34,88.76,14.98,1
38.71,55.39,2.3,1
16.81,64.18,6.5,0
12.1,64.12,10.44,0
37.91,83.57,16.87,1
45.3,84.78,0.59,1
17.39,58.86,17.49,0
28.28,46.15,63.12,0
30.75,86.95,31.25,1
7.08,98.9,50.5,1
6.12,57.54,61.03,0
16.02,34.84,7.99,0
60.62,46.16,34.04,1
30.44,53.93,84.95,0
31.96,82.3,17.54,1
22.76,68.73,4.7,1
6.78,59.99,50.7,0
33.39,76.51,16.41,1
29.56,89.86,42.14,1
43.33,97.37,6.44,1
12.33,84.75,92.45,1
11.87,58.36,63.91,0
23.75,68.98,70.07,0
25.25,100.0,10.05,1
51.91,86.11,4.67,1
33.55,37.13,6.71,1
31.27,87.89,22.02,1
35.74,50.04,5.07,1
39.09,40.38,6.91,1
25.91,98.27,11.77,1
56.57,87.67,9.02,1
63.84,91.87,3.36,1
17.13,70.82,10.45,0
29.55,47.1,4.56,1
56.23,94.94,8.02,1
52.12,41.07,35.0,1
22.02,98.28,91.8,1
29.67,64.85,0.0,1
37.77,92.2,13.46,1
9.47,72.74,11.37,0
23.61,64.98,82.11,0
15.91,46.19,8.94,0
12.25,46.44,6.63,0
23.17,65.94,83.66,0
32.1,45.36,61.75,0
26.68,79.83,17.89,1
24.07,44.87,39.2,0
23.64,89.64,58.86,1
25.47,64.66,68.5,0
32.77,72.22,15.19,1
31.63,59.34,53.17,0
23.98,90.56,6.16,1
40.5,64.37,2.55,1
47.48,94.32,1.21,1
42.56,83.52,22.53,1
24.77,98.16,6.74,1
10.56,51.86,77.24,0
25.31,67.56,84.89,0
34.51,52.67,4.62,1
10.8,94.52,80.05,1
5.14,49.68,33.98,0
32.99,59.89,79.45,0
50.6,36.39,33.34,1
24.71,66.23,79.26,0
34.05,87.81,13.86,1
31.17,87.52,14.57,1
27.29,99.25,2.6,1
32.49,100.0,3.7,1
14.68,95.8,87.4,1
24.56,96.81,72.58,1
7.2,67.54,39.14,0
34.25,68.07,2.58,1
7.68,39.6,20.29,0
11.65,38.27,16.95,0
28.63,43.82,89.04,0
13.21,43.09,9.22,0
27.31,53.44,62.95,0
34.79,91.67,15.86,1
3.84,43.95,97.97,0
41.59,40.2,48.22,1
11.67,65.27,73.91,0
22.75,90.83,7.85,1
32.67,56.79,7.15,1
25.33,92.3,2.42,1
24.96,67.0,4.67,1
16.55,52.9,12.9,0
17.63,42.04,77.87,0
20.13,62.05,52.19,0
27.36,47.15,3.02,1
38.79,54.41,4.95,1
13.28,63.66,17.05,0
40.08,81.79,7.59,1
18.01,46.25,76.68,0
12.67,68.96,16.02,0
3.25,42.18,34.44,0
28.43,94.73,10.45,1
20.57,80.63,59.96,0
24.17,96.98,1.12,1
19.72,44.34,59.47,0
27.65,93.08,99.48,1
10.95,54.21,7.06,0
30.72,54.74,81.81,0
49.46,87.98,11.83,1
7.92,95.27,30.44,1
27.08,89.68,7.32,1
21.04,52.77,46.46,0
23.83,48.78,47.46,0
25.43,44.49,49.44,0
29.38,84.23,20.75,1
26.95,97.79,5.06,1
33.92,91.12,19.05,1
18.36,77.62,61.23,0
27.29,46.92,42.67,0
34.77,35.68,9.09,1
19.18,96.99,52.38,1
27.2,56.62,52.54,0
24.48,58.23,7.51,1
59.69,67.13,47.07,1
9.14,97.61,56.19,1
16.58,76.91,63.59,0
30.34,52.44,71.17,0
60.43,73.13,85.32,1
12.4,59.8,85.15,0
29.07,38.33,12.6,1
35.04,87.63,19.48,1
26.44,50.48,76.1,0
44.54,53.43,58.83,1
56.61,71.61,33.48,1
56.07,83.76,11.83,1
20.25,53.51,88.69,0
5.68,48.15,15.63,0
22.16,94.59,88.78,1
12.34,75.44,40.47,0
48.79,35.84,37.7,1
22.35,66.48,97.12,0
18.08,56.93,69.61,0
56.44,39.76,62.82,1
38.27,74.54,14.92,1
34.09,87.72,64.98,1
60.34,56.31,57.58,1
3.32,38.73,3.74,0
10.79,90.54,31.63,1
51.3,81.98,6.08,1
33.6,46.83,89.43,1
26.93,87.08,64.55,1
57.11,99.88,10.68,1
28.45,54.37,13.35,1
49.24,83.45,9.43,1
39.02,40.18,59.82,1
53.38,40.0,91.01,1
23.94,70.73,7.96,1
24.99,54.15,86.74,0
23.01,87.16,5.38,1
22.48,90.66,48.46,1
32.37,48.48,41.67,1
8.5,93.42,87.69,1
30.44,52.14,79.69,0
20.46,89.34,34.95,1
25.08,51.8,83.33,0
21.93,56.93,61.44,0
38.99,88.5,17.97,1
55.25,51.04,43.98,1
14.65,69.2,38.69,0
27.76,82.1,16.91,1
5.49,57.23,17.13,0
34.07,39.68,5.62,1
13.31,48.9,18.46,0
50.81,96.21,14.79,1
41.48,62.5,55.62,1
26.79,93.67,7.71,1
24.94,58.6,87.19,0
31.88,53.54,68.42,0
15.17,73.54,18.54,0
24.15,45.69,87.85,0
25.28,93.59,4.91,1
32.29,47.08,74.82,0
58.38,97.97,8.14,1
9.42,65.11,57.75,0
20.79,93.23,69.15,1
24.61,52.29,61.85,0
24.28,41.1,6.4,1
28.68,62.93,85.36,0
30.86,68.66,62.03,0
26.64,65.22,78.73,0
29.39,90.06,78.78,1
5.27,50.0,16.28,0
20.8,87.4,26.19,1
34.98,77.24,9.47,1
12.02,72.34,56.53,0
19.77,41.76,74.56,0
19.49,99.9,77.35,1
22.59,84.7,3.84,1
29.23,68.07,0.0,1
40.02,61.62,44.98,1
45.73,47.11,88.77,1
34.92,35.54,9.26,1
36.4,59.1,4.22,1
29.06,59.12,5.83,1
4.5,43.68,14.33,0
12.3,56.38,41.36,0
6.88,42.04,17.08,0
20.16,96.74,88.55,1
15.57,59.03,9.55,0
11.59,39.45,13.52,0
23.78,43.3,95.67,0
7.8,52.16,11.93,0
26.56,92.74,63.35,1
41.28,58.14,56.47,1
29.67,67.11,54.15,0
21.87,55.78,66.63,0
18.33,52.15,49.93,0
27.39,87.19,19.29,1
29.12,39.19,62.81,0
34.57,69.53,20.51,1
37.49,62.21,75.37,1
27.91,44.02,79.57,0
19.69,89.94,36.22,1
40.58,51.17,94.24,1
6.13,35.56,10.31,0
6.38,39.21,10.48,0
24.07,45.34,64.59,0
34.42,68.28,45.91,1
28.72,47.87,71.63,0
26.62,67.59,63.54,0
41.79,80.14,9.28,1
26.04,71.46,62.01,0
7.9,36.95,90.58,0
16.56,83.62,55.15,0
10.79,35.56,56.05,0
6.23,42.91,61.43,0
27.95,54.84,85.85,0
14.89,66.46,71.44,0
28.45,61.61,67.65,0
5.55,58.84,93.86,0
51.31,40.98,97.14,1
21.6,92.35,9.99,1
53.15,87.41,1.79,1
29.53,88.36,8.32,1
21.95,94.32,96.26,1
23.97,47.75,48.32,0
57.89,89.83,0.58,1
32.02,53.93,49.94,0
23.96,97.59,1.04,1
58.3,83.63,7.28,1
17.16,62.61,13.89,0
45.3,79.36,17.49,1
10.64,88.77,63.06,1
8.12,67.45,87.94,0
43.44,91.14,10.05,1
31.64,88.26,19.67,1
25.4,100.0,1.58,1
30.69,71.46,60.76,0
8.23,68.48,59.07,0
25.42,63.69,61.84,0
58.52,88.9,8.91,1
25.65,61.88,68.17,0
26.86,63.56,82.1,0
56.39,85.61,11.47,1
32.55,37.57,4.66,1
7.61,91.71,93.47,1
17.7,60.74,51.82,0
38.41,36.72,11.58,1
3.27,41.58,19.01,0
24.8,44.78,65.44,0
7.43,53.15,19.7,0
38.91,65.98,6.15,1
59.04,96.7,11.12,1
34.96,56.87,61.96,1
9.18,43.32,17.28,0
36.55,46.44,94.29,1
11.78,89.34,56.18,1
3.16,50.17,82.78,0
56.42,81.85,3.6,1
28.34,65.71,64.26,0
28.06,96.06,57.64,1
30.9,44.82,75.52,0
27.57,97.14,0.5,1
16.76,39.66,8.67,0
21.05,71.06,75.18,0
12.59,40.0,57.92,0
13.82,91.22,66.68,1
26.46,52.59,5.97,1
20.1,91.14,74.7,1
34.6,87.75,11.72,1
23.61,44.38,68.35,0
13.56,66.93,43.2,0
12.5,62.59,19.57,0
27.75,57.89,58.94,0
10.36,63.67,79.24,0
24.05,93.32,2.18,1
26.9,80.55,16.34,1
31.75,73.07,12.09,1
39.34,88.73,8.69,1
25.86,94.96,9.12,1
31.93,66.8,60.89,0
23.45,89.33,2.43,1
28.91,79.32,16.64,1
17.82,81.49,47.19,0
57.53,84.88,6.76,1
22.61,90.82,9.0,1
3.72,48.41,18.04,0
11.75,41.21,19.7,0
